UF,Cidade,País,Instituição,Formação,Área,Sub Área,Data Inscrição,Categoria,Inscrição,Credenciado,Data Credenciamento,Hora Credenciamento,Material,Inscrito,Código de Conduta,Com qual das opções abaixo você se identifica?,Como você classificaria seu nível de conhecimento em Python?,Como você se define?,Como você se identifica?,Direitos de conteúdo e imagem,Termo de consentimento para tratamento de dados pessoais,"Você possui alguma deficiência? Se sim, qual?",Você programa em Python?,Você trabalha com Python
MA,Timon,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,18/06/2025 01:09:00,INGRESSO SOCIAL - RESGATE COM O CUPOM,Aprovado,sim,21/06/2025,08:43,sim,sim,SIM,Parte da comunidade LGBTQIA+,Iniciante,Uma pessoa amarela,Homem,SIM,SIM,Não respondeu,Há mais de um ano,Não
PI,Teresina,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,21/02/2025 16:04:00,MEIA - 1° LOTE,Aprovado,sim,21/06/2025,10:08,sim,sim,SIM,Heterossexual / Cisgênero,Intermediário,Uma pessoa parda,Homem,SIM,SIM,Não respondeu,Há mais de um ano,"Não, mas pretendo"
PI,Teresina,Brasil,IFPI - INSTITUTO FEDERAL DO PIAUÍ - CAMPUS TERESINA CENTRAL,Graduação,Não respondeu,Não respondeu,25/04/2025 13:48:00,MEIA - 2° LOTE,Aprovado,sim,21/06/2025,08:41,não,sim,SIM,Heterossexual / Cisgênero,Iniciante,Uma pessoa parda,Homem,SIM,SIM,Não respondeu,Comecei no último ano,"Não, mas pretendo"
PI,Teresina,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,11/03/2025 20:00:00,MEIA - 1° LOTE,Aprovado,não,Não credenciado,Não credenciado,não,sim,SIM,Heterossexual / Cisgênero,Iniciante,Uma pessoa parda,Homem,SIM,SIM,Não respondeu,Há mais de um ano,"Não, mas pretendo"
PI,Parnaíba,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,30/04/2025 08:51:00,MEIA - 2° LOTE,Aprovado,sim,21/06/2025,08:38,sim,sim,SIM,Heterossexual / Cisgênero,Intermediário,Uma pessoa parda,Homem,SIM,SIM,Não respondeu,Há mais de um ano,Não
PI,São Raimundo Nonato,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,29/04/2025 21:21:00,MEIA - 2° LOTE,Aprovado,não,Não credenciado,Não credenciado,não,sim,SIM,Prefiro não responder,Iniciante,Uma pessoa branca,Mulher,SIM,SIM,Não respondeu,Comecei no último ano,Não
PI,Teresina,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,28/05/2025 22:31:00,MEIA - ÚLTIMO LOTE,Aprovado,sim,21/06/2025,14:23,sim,sim,SIM,Heterossexual / Cisgênero,Iniciante,Uma pessoa branca,Homem,SIM,SIM,Não respondeu,Comecei no último ano,"Não, mas pretendo"
PI,Teresina,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,30/05/2025 00:21:00,DOE UM INGRESSO - ÚLTIMO LOTE,Aprovado,sim,21/06/2025,08:40,não,sim,SIM,Heterossexual / Cisgênero,Iniciante,Uma pessoa parda,Homem,SIM,SIM,Não respondeu,Comecei no último ano,"Não, mas pretendo"
SP,Indaiatuba,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Pendente,não,Não credenciado,Não credenciado,não,não,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu
PI,Teresina,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,17/02/2025 16:38:00,PROMOCIONAL,Aprovado,não,Não credenciado,Não credenciado,não,sim,SIM,Heterossexual / Cisgênero,Iniciante,Uma pessoa parda,Homem,SIM,SIM,Não respondeu,Há mais de um ano,Sim
PI,Teresina,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,17/06/2025 19:26:00,INGRESSO SOCIAL - RESGATE COM O CUPOM,Aprovado,não,Não credenciado,Não credenciado,não,sim,SIM,Heterossexual / Cisgênero,Intermediário,Uma pessoa branca,Homem,SIM,SIM,Não,Há mais de três anos,Não
PI,Barras,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,10/05/2025 23:12:00,MEIA - ÚLTIMO LOTE,Aprovado,sim,21/06/2025,08:32,não,sim,SIM,Heterossexual / Cisgênero,Iniciante,Uma pessoa negra,Mulher,SIM,SIM,Não respondeu,Comecei no último ano,"Não, mas pretendo"
PI,Teresina,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,12/05/2025 02:18:00,MEIA - ÚLTIMO LOTE,Aprovado,sim,21/06/2025,14:01,não,sim,SIM,Heterossexual / Cisgênero,Intermediário,Uma pessoa branca,Homem,SIM,SIM,Não respondeu,Há mais de um ano,Sim
PI,Teresina,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,27/03/2025 21:25:00,MEIA - 1° LOTE,Aprovado,não,Não credenciado,Não credenciado,não,sim,SIM,Heterossexual / Cisgênero,Ainda vou aprender,Prefiro não responder,Mulher,SIM,SIM,Não respondeu,Não sei programar,Não
PI,Teresina,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,17/06/2025 12:25:00,EXCLUSIVO PATROCINADORES,Aprovado,sim,22/06/2025,14:06,sim,sim,SIM,Heterossexual / Cisgênero,Intermediário,Uma pessoa parda,Mulher,SIM,SIM,Não respondeu,Há mais de um ano,Sim
MG,Belo Horizonte,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,10/06/2025 12:35:00,Exclusivo da organização,Aprovado,sim,21/06/2025,13:52,não,sim,SIM,Heterossexual / Cisgênero,Iniciante,Uma pessoa branca,Homem,SIM,SIM,Não respondeu,Há mais de dez anos,Sim
PI,Parnaíba,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,26/05/2025 20:34:00,EXCLUSIVO PATROCINADORES,Aprovado,sim,21/06/2025,11:18,sim,sim,SIM,Heterossexual / Cisgênero,Intermediário,Outro,Homem,SIM,SIM,Não respondeu,Há mais de cinco anos,Sim
PI,São Raimundo Nonato,Brasil,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PIAUÍ",Técnico,Ciências Exatas e da Terra,Ciência da Computação,31/03/2025 02:35:00,MEIA - 1° LOTE,Aprovado,sim,21/06/2025,09:42,sim,sim,SIM,Heterossexual / Cisgênero,Iniciante,Uma pessoa negra,Homem,SIM,SIM,Não respondeu,Há mais de um ano,"Não, mas pretendo"
PI,Parnaíba,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,29/04/2025 20:03:00,MEIA - 2° LOTE,Aprovado,sim,21/06/2025,10:36,sim,sim,SIM,Heterossexual / Cisgênero,Ainda vou aprender,Uma pessoa parda,Homem,SIM,SIM,Não respondeu,"Não programo em Python, mas sei programar em outras linguagens",Não
PI,Teresina,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,17/02/2025 15:21:00,PROMOCIONAL,Aprovado,não,Não credenciado,Não credenciado,não,sim,SIM,Heterossexual / Cisgênero,Avançado,Uma pessoa negra,Homem,SIM,SIM,Não respondeu,Há mais de três anos,Sim
PB,João Pessoa,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,17/02/2025 16:01:00,INTEIRA - 1° LOTE,Aprovado,sim,22/06/2025,13:19,sim,sim,SIM,Heterossexual / Cisgênero,Intermediário,Uma pessoa branca,Homem,SIM,SIM,Não respondeu,Há mais de cinco anos,Sim
MA,Timon,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,15/06/2025 14:49:00,INGRESSO SOCIAL - RESGATE COM O CUPOM,Aprovado,não,Não credenciado,Não credenciado,não,sim,SIM,Heterossexual / Cisgênero,Intermediário,Uma pessoa negra,Homem,SIM,SIM,Não respondeu,Há mais de um ano,Não
PI,Teresina,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,16/06/2025 16:46:00,INGRESSO SOCIAL - RESGATE COM O CUPOM,Aprovado,não,Não credenciado,Não credenciado,não,sim,SIM,Heterossexual / Cisgênero,Iniciante,Uma pessoa branca,Homem,SIM,SIM,Não respondeu,Não sei programar,"Não, mas pretendo"
PI,Teresina,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,30/03/2025 21:55:00,MEIA - 1° LOTE,Aprovado,sim,21/06/2025,09:23,sim,sim,SIM,Heterossexual / Cisgênero,Intermediário,Uma pessoa parda,Homem,SIM,SIM,Não respondeu,Há mais de três anos,Não
MA,Timon,Brasil,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO",Técnico,Outra,Outra,15/06/2025 15:02:00,INGRESSO SOCIAL - RESGATE COM O CUPOM,Aprovado,não,Não credenciado,Não credenciado,não,sim,SIM,Heterossexual / Cisgênero,Iniciante,Uma pessoa negra,Homem,SIM,SIM,Não respondeu,Há mais de um ano,Não
PI,Teresina,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,08/04/2025 16:28:00,MEIA - 2° LOTE,Aprovado,sim,21/06/2025,09:31,não,sim,SIM,Heterossexual / Cisgênero,Ainda vou aprender,Uma pessoa branca,Homem,SIM,SIM,Não respondeu,Não sei programar,"Não, mas pretendo"
PI,Teresina,Brasil,Universidade Federal do Piauí,Mestrado,Ciências Exatas e da Terra,Ciência da Computação,12/06/2025 18:30:00,Exclusivo da organização,Aprovado,não,Não credenciado,Não credenciado,não,sim,SIM,Parte da comunidade LGBTQIA+,Avançado,Uma pessoa branca,Mulher,SIM,SIM,Não respondeu,Há mais de dez anos,Sim
PI,Parnaíba,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,29/04/2025 20:22:00,MEIA - 2° LOTE,Aprovado,sim,21/06/2025,08:59,não,sim,SIM,Parte da comunidade LGBTQIA+,Iniciante,Uma pessoa parda,Mulher,SIM,SIM,Não,Comecei no último ano,"Não, mas pretendo"
PI,Teresina,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,27/03/2025 21:47:00,MEIA - 1° LOTE,Aprovado,sim,21/06/2025,09:27,não,sim,SIM,Heterossexual / Cisgênero,Ainda vou aprender,Prefiro não responder,Mulher,SIM,SIM,Não respondeu,Não sei programar,Não
PI,Teresina,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,30/03/2025 00:22:00,MEIA - 1° LOTE,Aprovado,sim,21/06/2025,09:05,não,sim,SIM,Parte da comunidade LGBTQIA+,Intermediário,Uma pessoa parda,Homem,SIM,SIM,Não respondeu,Há mais de um ano,"Não, mas pretendo"
PI,Parnaíba,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,29/04/2025 23:56:00,MEIA - 2° LOTE,Aprovado,sim,21/06/2025,09:47,sim,sim,SIM,Heterossexual / Cisgênero,Iniciante,Uma pessoa branca,Homem,SIM,SIM,Não respondeu,Comecei no último ano,Não
PI,Ilha Grande,Brasil,UNIVERSIDADE ESTADUAL DO PIAUÍ,Graduação,Não respondeu,Não respondeu,23/05/2025 21:14:00,MEIA - ÚLTIMO LOTE,Aprovado,sim,21/06/2025,10:06,sim,sim,SIM,Heterossexual / Cisgênero,Ainda vou aprender,Uma pessoa branca,Homem,SIM,SIM,TEA,Não sei programar,Não
PI,Teresina,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,17/06/2025 12:36:00,EXCLUSIVO PATROCINADORES,Aprovado,sim,21/06/2025,15:01,não,sim,SIM,Heterossexual / Cisgênero,Intermediário,Uma pessoa parda,Mulher,SIM,SIM,Não respondeu,Comecei no último ano,Sim
PI,Teresina,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,27/03/2025 21:25:00,MEIA - 1° LOTE,Aprovado,sim,21/06/2025,09:28,não,sim,SIM,Heterossexual / Cisgênero,Ainda vou aprender,Prefiro não responder,Homem,SIM,SIM,Não respondeu,Não sei programar,Não
PI,Teresina,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,15/05/2025 18:48:00,EXCLUSIVO PATROCINADORES,Aprovado,sim,21/06/2025,09:32,sim,sim,SIM,Heterossexual / Cisgênero,Avançado,Uma pessoa parda,Homem,SIM,SIM,Não respondeu,Há mais de dez anos,Sim
PI,Teresina,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,11/04/2025 01:58:00,INTEIRA - 2° LOTE,Aprovado,sim,21/06/2025,08:43,não,sim,SIM,Heterossexual / Cisgênero,Iniciante,Uma pessoa parda,Homem,SIM,SIM,Não respondeu,"Não programo em Python, mas sei programar em outras linguagens",Não
PE,Recife,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,27/05/2025 20:34:00,Exclusivo da organização,Aprovado,sim,21/06/2025,14:12,sim,sim,SIM,Heterossexual / Cisgênero,Iniciante,Uma pessoa negra,Mulher,SIM,SIM,Não respondeu,Não sei programar,"Não, mas pretendo"
PI,Parnaíba,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,30/04/2025 01:58:00,MEIA - 2° LOTE,Aprovado,sim,21/06/2025,09:56,sim,sim,SIM,Heterossexual / Cisgênero,Iniciante,Uma pessoa parda,Mulher,SIM,SIM,Não respondeu,Comecei no último ano,"Não, mas pretendo"
PI,Teresina,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,18/06/2025 17:32:00,INGRESSO SOCIAL - RESGATE COM O CUPOM,Aprovado,não,Não credenciado,Não credenciado,não,sim,SIM,Heterossexual / Cisgênero,Iniciante,Uma pessoa negra,Homem,SIM,SIM,Não respondeu,Comecei no último ano,"Não, mas pretendo"
MA,São Luís,Brasil,UNIDADE DE ENSINO SUPERIOR DOM BOSCO,Não respondeu,Não respondeu,Não respondeu,15/05/2025 17:20:00,MEIA - ÚLTIMO LOTE,Aprovado,sim,21/06/2025,08:47,não,sim,SIM,Heterossexual / Cisgênero,Intermediário,Uma pessoa parda,Homem,SIM,SIM,Não respondeu,Há mais de três anos,"Não, mas pretendo"
PB,João Pessoa,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,17/02/2025 16:00:00,PROMOCIONAL,Aprovado,sim,21/06/2025,15:21,sim,sim,SIM,Parte da comunidade LGBTQIA+,Avançado,Uma pessoa parda,Homem,SIM,SIM,Não respondeu,Há mais de dez anos,Sim
PI,Teresina,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,16/05/2025 22:15:00,MEIA - ÚLTIMO LOTE,Aprovado,não,Não credenciado,Não credenciado,não,sim,SIM,Heterossexual / Cisgênero,Intermediário,Uma pessoa parda,Homem,SIM,SIM,TEA - Transtorno do Espectro Autista,Há mais de cinco anos,"Não, mas pretendo"
PI,Teresina,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,29/05/2025 12:39:00,Exclusivo da organização,Aprovado,sim,21/06/2025,11:29,sim,sim,SIM,Parte da comunidade LGBTQIA+,Intermediário,Uma pessoa negra,Homem,SIM,SIM,Não respondeu,Há mais de cinco anos,Não
PI,Teresina,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,27/05/2025 22:36:00,MEIA - ÚLTIMO LOTE,Aprovado,não,Não credenciado,Não credenciado,não,sim,SIM,Heterossexual / Cisgênero,Intermediário,Uma pessoa branca,Homem,SIM,SIM,Não respondeu,Há mais de um ano,"Não, mas pretendo"
PI,Teresina,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,17/02/2025 15:18:00,PROMOCIONAL,Aprovado,não,Não credenciado,Não credenciado,não,sim,SIM,Parte da comunidade LGBTQIA+,Intermediário,Uma pessoa parda,Homem,SIM,SIM,Não respondeu,Comecei no último ano,"Não, mas pretendo"
PI,Teresina,Brasil,Unifacid- Wyden,Graduação,Ciências Exatas e da Terra,Ciência da Computação,18/06/2025 18:19:00,INGRESSO SOCIAL - RESGATE COM O CUPOM,Aprovado,não,Não credenciado,Não credenciado,não,sim,SIM,Parte da comunidade LGBTQIA+,Iniciante,Uma pessoa parda,Homem,SIM,SIM,Não respondeu,Não sei programar,"Não, mas pretendo"
PI,Teresina,Brasil,Universidade Federal do Piauí,Graduação,Ciências Exatas e da Terra,Ciência da Computação,13/06/2025 17:06:00,INGRESSO SOCIAL - RESGATE COM O CUPOM,Aprovado,sim,21/06/2025,10:30,sim,sim,SIM,Parte da comunidade LGBTQIA+,Intermediário,Uma pessoa negra,Mulher,SIM,SIM,Não respondeu,Há mais de três anos,"Não, mas pretendo"
PI,São Raimundo Nonato,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,29/04/2025 11:33:00,MEIA - 2° LOTE,Aprovado,não,Não credenciado,Não credenciado,não,sim,SIM,Heterossexual / Cisgênero,Iniciante,Uma pessoa negra,Homem,SIM,SIM,Não respondeu,Há mais de três anos,"Não, mas pretendo"
PI,Teresina,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,15/06/2025 16:10:00,INGRESSO SOCIAL - RESGATE COM O CUPOM,Aprovado,não,Não credenciado,Não credenciado,não,sim,SIM,Heterossexual / Cisgênero,Intermediário,Uma pessoa branca,Mulher,SIM,SIM,nao,Comecei no último ano,"Não, mas pretendo"
PI,Ilha Grande,Brasil,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PIAUÍ",Não respondeu,Não respondeu,Não respondeu,30/04/2025 02:03:00,MEIA - 2° LOTE,Aprovado,sim,21/06/2025,09:47,sim,sim,SIM,Heterossexual / Cisgênero,Iniciante,Uma pessoa parda,Mulher,SIM,SIM,Não respondeu,Comecei no último ano,"Não, mas pretendo"
PI,Teresina,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,21/02/2025 01:01:00,MEIA - 1° LOTE,Aprovado,sim,21/06/2025,08:31,não,sim,SIM,Parte da comunidade LGBTQIA+,Intermediário,Uma pessoa branca,Outro,SIM,SIM,Não respondeu,Há mais de um ano,"Não, mas pretendo"
CE,Fortaleza,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,27/02/2025 18:02:00,INTEIRA - 1° LOTE,Aprovado,não,Não credenciado,Não credenciado,não,sim,SIM,Heterossexual / Cisgênero,Intermediário,Uma pessoa branca,Mulher,SIM,SIM,Não respondeu,Há mais de dez anos,Sim
PI,Teresina,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,17/02/2025 17:04:00,MEIA - 1° LOTE,Aprovado,sim,21/06/2025,14:57,sim,sim,SIM,Parte da comunidade LGBTQIA+,Iniciante,Uma pessoa parda,Mulher,SIM,SIM,Não respondeu,Há mais de um ano,"Não, mas pretendo"
MG,Belo Horizonte,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,15/06/2025 16:48:00,EXCLUSIVO PATROCINADORES,Aprovado,não,Não credenciado,Não credenciado,não,sim,SIM,Heterossexual / Cisgênero,Avançado,Uma pessoa branca,Mulher,SIM,SIM,Não respondeu,Há mais de cinco anos,Sim
PI,Teresina,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,18/06/2025 08:42:00,INGRESSO SOCIAL - RESGATE COM O CUPOM,Aprovado,não,Não credenciado,Não credenciado,não,sim,SIM,Heterossexual / Cisgênero,Iniciante,Uma pessoa negra,Homem,SIM,SIM,Não respondeu,Há mais de um ano,Não
PI,Parnaíba,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,06/05/2025 15:16:00,MEIA - ÚLTIMO LOTE,Aprovado,sim,21/06/2025,11:30,sim,sim,SIM,Heterossexual / Cisgênero,Iniciante,Uma pessoa parda,Homem,SIM,SIM,Não respondeu,"Não programo em Python, mas sei programar em outras linguagens","Não, mas pretendo"
PI,Teresina,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,17/06/2025 12:56:00,EXCLUSIVO PATROCINADORES,Aprovado,não,Não credenciado,Não credenciado,não,sim,SIM,Heterossexual / Cisgênero,Intermediário,Uma pessoa parda,Homem,SIM,SIM,Não respondeu,Comecei no último ano,Sim
PI,Parnaíba,Brasil,UNINASSAU- mauricio de nassau,Graduação,Não respondeu,Não respondeu,26/05/2025 12:21:00,Exclusivo da organização,Aprovado,sim,21/06/2025,08:25,sim,sim,SIM,Heterossexual / Cisgênero,Iniciante,Uma pessoa branca,Mulher,SIM,SIM,Não respondeu,Há mais de um ano,Não
PI,Teresina,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,15/06/2025 14:38:00,INGRESSO SOCIAL - RESGATE COM O CUPOM,Aprovado,sim,21/06/2025,11:19,sim,sim,SIM,Heterossexual / Cisgênero,Ainda vou aprender,Uma pessoa branca,Mulher,SIM,SIM,Não respondeu,Não sei programar,"Não, mas pretendo"
PI,Teresina,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,26/05/2025 05:03:00,MEIA - ÚLTIMO LOTE,Aprovado,sim,21/06/2025,10:39,sim,sim,SIM,Heterossexual / Cisgênero,Iniciante,Prefiro não responder,Homem,SIM,SIM,Não respondeu,"Não programo em Python, mas sei programar em outras linguagens",Não
PI,Teresina,Brasil,UNIVERSIDADE FEDERAL DO PIAUÍ,Não respondeu,Não respondeu,Não respondeu,23/05/2025 18:39:00,MEIA - ÚLTIMO LOTE,Aprovado,sim,22/06/2025,08:42,sim,sim,SIM,Heterossexual / Cisgênero,Avançado,Uma pessoa parda,Homem,SIM,SIM,Não respondeu,Há mais de três anos,Sim
GO,Goiânia,Brasil,UNIVERSIDADE FEDERAL DE GOIÁS,Graduação,Ciências Exatas e da Terra,Probabilidade e Estatística,09/06/2025 17:38:00,Exclusivo da organização,Aprovado,sim,21/06/2025,14:06,não,sim,SIM,Heterossexual / Cisgênero,Intermediário,Uma pessoa branca,Mulher,SIM,SIM,Não respondeu,Há mais de cinco anos,Sim
MA,Imperatriz,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,09/04/2025 16:33:00,INTEIRA - 2° LOTE,Aprovado,sim,21/06/2025,09:03,sim,sim,SIM,Parte da comunidade LGBTQIA+,Iniciante,Uma pessoa parda,Mulher,SIM,SIM,Não respondeu,"Não programo em Python, mas sei programar em outras linguagens",Não
PI,Teresina,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,30/03/2025 05:12:00,MEIA - 1° LOTE,Aprovado,sim,22/06/2025,09:59,sim,sim,SIM,Heterossexual / Cisgênero,Iniciante,Uma pessoa parda,Homem,SIM,SIM,Não respondeu,Comecei no último ano,Não
PI,Teresina,Brasil,IFPI,Graduação,Não respondeu,Não respondeu,08/05/2025 09:59:00,INTEIRA - ÚLTIMO LOTE,Aprovado,sim,21/06/2025,09:27,não,sim,SIM,Parte da comunidade LGBTQIA+,Avançado,Uma pessoa branca,Mulher,SIM,SIM,Não respondeu,Há mais de três anos,Sim
PI,Teresina,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,28/05/2025 17:28:00,MEIA - ÚLTIMO LOTE,Aprovado,sim,21/06/2025,10:33,não,sim,SIM,Heterossexual / Cisgênero,Ainda vou aprender,Uma pessoa branca,Homem,SIM,SIM,Não respondeu,"Não programo em Python, mas sei programar em outras linguagens","Não, mas pretendo"
RN,Natal,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,17/02/2025 15:12:00,PROMOCIONAL,Aprovado,não,Não credenciado,Não credenciado,não,sim,SIM,Heterossexual / Cisgênero,Avançado,Uma pessoa parda,Homem,SIM,SIM,Não respondeu,Há mais de dez anos,Sim
MA,Coelho Neto,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,30/03/2025 12:40:00,MEIA - 1° LOTE,Aprovado,sim,21/06/2025,08:46,sim,sim,SIM,Heterossexual / Cisgênero,Iniciante,Uma pessoa branca,Homem,SIM,SIM,Não respondeu,Há mais de três anos,"Não, mas pretendo"
PI,Teresina,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,26/03/2025 14:19:00,MEIA - 1° LOTE,Aprovado,sim,21/06/2025,09:25,sim,sim,SIM,Parte da comunidade LGBTQIA+,Iniciante,Uma pessoa branca,Mulher,SIM,SIM,Não respondeu,Comecei no último ano,"Não, mas pretendo"
GO,Goiânia,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,09/06/2025 19:41:00,Exclusivo da organização,Aprovado,não,Não credenciado,Não credenciado,não,sim,SIM,Heterossexual / Cisgênero,Intermediário,Uma pessoa branca,Mulher,SIM,SIM,Não respondeu,Há mais de um ano,Sim
PI,Teresina,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,27/03/2025 21:25:00,MEIA - 1° LOTE,Aprovado,sim,21/06/2025,09:30,sim,sim,SIM,Heterossexual / Cisgênero,Ainda vou aprender,Prefiro não responder,Mulher,SIM,SIM,Não respondeu,Não sei programar,Não
Não respondeu,Não respondeu,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,13/06/2025 14:18:00,DOE UM INGRESSO - 1° LOTE,Aprovado,não,Não credenciado,Não credenciado,não,sim,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu
PI,Teresina,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,27/03/2025 21:47:00,MEIA - 1° LOTE,Aprovado,sim,21/06/2025,09:28,sim,sim,SIM,Heterossexual / Cisgênero,Ainda vou aprender,Prefiro não responder,Mulher,SIM,SIM,Não respondeu,Não sei programar,Não
PI,Parnaíba,Brasil,UNIVERSIDADE ESTADUAL DO PIAUÍ,Graduação,Não respondeu,Não respondeu,23/05/2025 12:34:00,INTEIRA - ÚLTIMO LOTE,Aprovado,sim,21/06/2025,10:05,sim,sim,SIM,Heterossexual / Cisgênero,Iniciante,Uma pessoa branca,Mulher,SIM,SIM,Não respondeu,"Não programo em Python, mas sei programar em outras linguagens",Não
PI,Teresina,Brasil,UNIFSA - CENTRO UNIVERSITÁRIO SANTO AGOSTINHO,Graduação,Não respondeu,Não respondeu,18/06/2025 11:37:00,INGRESSO SOCIAL - RESGATE COM O CUPOM,Aprovado,sim,21/06/2025,14:00,sim,sim,SIM,Heterossexual / Cisgênero,Intermediário,Uma pessoa parda,Mulher,SIM,SIM,Não respondeu,Há mais de um ano,"Não, mas pretendo"
PI,Teresina,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,30/05/2025 03:06:00,INTEIRA - ÚLTIMO LOTE,Aprovado,não,Não credenciado,Não credenciado,sim,sim,SIM,Heterossexual / Cisgênero,Avançado,Uma pessoa parda,Homem,SIM,SIM,Não respondeu,Há mais de três anos,Sim
MA,Timon,Brasil,"Instituto Federal de Educação, Ciência e Tecnologia do Maranhão",Ensino Médio (2° grau),Não respondeu,Não respondeu,18/06/2025 01:03:00,INGRESSO SOCIAL - RESGATE COM O CUPOM,Aprovado,sim,21/06/2025,09:35,não,sim,SIM,Heterossexual / Cisgênero,Intermediário,Uma pessoa amarela,Homem,SIM,SIM,Não respondeu,Há mais de um ano,Sim
PI,Parnaíba,Brasil,UNIVERSIDADE ESTADUAL DO PIAUÍ,Não respondeu,Não respondeu,Não respondeu,17/02/2025 15:15:00,PROMOCIONAL,Aprovado,sim,21/06/2025,09:12,sim,sim,SIM,Heterossexual / Cisgênero,Intermediário,Uma pessoa parda,Mulher,SIM,SIM,Não respondeu,Comecei no último ano,"Não, mas pretendo"
